level_0;index;message_preprocessed;Decision;Rationale;URL;web_url
503;1499; But we don't have any reason to don't consider vfork();consider vfork();we don't have any reason;https://api.github.com/repos/torvalds/linux/git/commits/19b4586cd9c8ed642798902e55c6f61ed576ad93;https://github.com/torvalds/linux/commit/19b4586cd9c8ed642798902e55c6f61ed576ad93
504;1501;oom: cleanup has_intersects_mems_allowed();cleanup has_intersects_mems_allowed();oom;https://api.github.com/repos/torvalds/linux/git/commits/df1090a8dda40b6e11d8cd09e8fc900cfe913b38;https://github.com/torvalds/linux/commit/df1090a8dda40b6e11d8cd09e8fc900cfe913b38
505;1502;"presently has_intersects_mems_allowed() has own thread iterate logic, but
it should use while_each_thread()";has_intersects_mems_allowed() should use while_each_thread();has own thread iterate logic;https://api.github.com/repos/torvalds/linux/git/commits/df1090a8dda40b6e11d8cd09e8fc900cfe913b38;https://github.com/torvalds/linux/commit/df1090a8dda40b6e11d8cd09e8fc900cfe913b38
507;1507;oom: kill duplicate OOM_DISABLE check;kill duplicate OOM_DISABLE check;duplicate;https://api.github.com/repos/torvalds/linux/git/commits/113e27f36dff9895049df324f292474854750d21;https://github.com/torvalds/linux/commit/113e27f36dff9895049df324f292474854750d21
508;1510;oom: /proc/<pid>/oom_score treat kernel thread honestly;treat kernel thread honestly;/proc/<pid>/oom_score;https://api.github.com/repos/torvalds/linux/git/commits/26ebc984913b6a8d86d724b3a79d2ed4ed574612;https://github.com/torvalds/linux/commit/26ebc984913b6a8d86d724b3a79d2ed4ed574612
510;1518;oom: oom_kill_process() needs to check that p is unkillable;oom_kill_process() needs to check that p is unkillable;needs to check that p is unkillable;https://api.github.com/repos/torvalds/linux/git/commits/f88ccad5886d5a864b8b0d48c666ee9998dec53f;https://github.com/torvalds/linux/commit/f88ccad5886d5a864b8b0d48c666ee9998dec53f
513;1528;oom: don't try to kill oom_unkillable child;don't try to kill oom_unkillable child;oom_unkillable;https://api.github.com/repos/torvalds/linux/git/commits/7c59aec830c7ed6c745bd513982cee3563ed20c1;https://github.com/torvalds/linux/commit/7c59aec830c7ed6c745bd513982cee3563ed20c1
514;1531;This patch fixes it.;Fix it.;Fixes;https://api.github.com/repos/torvalds/linux/git/commits/7c59aec830c7ed6c745bd513982cee3563ed20c1;https://github.com/torvalds/linux/commit/7c59aec830c7ed6c745bd513982cee3563ed20c1
515;1533;"__out_of_memory() only has a single caller, so fold it into
out_of_memory() and add a comment about locking for its call to
oom_kill_process().";Fold __out_of_memory() into out_of_memory() and add a comment about locking for its call to oom_kill_process();__out_of_memory() only has a single caller;https://api.github.com/repos/torvalds/linux/git/commits/0aad4b3124850e85fe54e610802f0917ce46a1ae;https://github.com/torvalds/linux/commit/0aad4b3124850e85fe54e610802f0917ce46a1ae
516;1541;oom: remove unnecessary code and cleanup;remove unnecessary code and cleanup;unnecessary code and cleanup;https://api.github.com/repos/torvalds/linux/git/commits/b940fd703572f7f9e5f894c682c91c3cbd84c11e;https://github.com/torvalds/linux/commit/b940fd703572f7f9e5f894c682c91c3cbd84c11e
517;1542;Remove the redundancy in __oom_kill_task() since;Remove the redundancy in __oom_kill_task();redundancy;https://api.github.com/repos/torvalds/linux/git/commits/b940fd703572f7f9e5f894c682c91c3cbd84c11e;https://github.com/torvalds/linux/commit/b940fd703572f7f9e5f894c682c91c3cbd84c11e
518;1544;"Also moves the kernel log message to a higher level since the verbosity is
not always emitted here; we need not print an error message if an exiting
task is given a longer timeslice";moves the kernel log message to a higher level;verbosity is not always emitted here;https://api.github.com/repos/torvalds/linux/git/commits/b940fd703572f7f9e5f894c682c91c3cbd84c11e;https://github.com/torvalds/linux/commit/b940fd703572f7f9e5f894c682c91c3cbd84c11e
519;1545;"__oom_kill_task() only has a single caller, so it can be merged into that
function at the same time.";it can be merged into that function at the same time;__oom_kill_task() only has a single caller;https://api.github.com/repos/torvalds/linux/git/commits/b940fd703572f7f9e5f894c682c91c3cbd84c11e;https://github.com/torvalds/linux/commit/b940fd703572f7f9e5f894c682c91c3cbd84c11e
520;1548;" It's better to extract this to a helper function
to remove all the confusion as to its semantics";Extract this to a helper function;to remove all the confusion as to its semantics;https://api.github.com/repos/torvalds/linux/git/commits/309ed882508cc471320ff79265e7340774d6746c;https://github.com/torvalds/linux/commit/309ed882508cc471320ff79265e7340774d6746c
521;1549;"Also fix a call to dump_header() where tasklist_lock is not read- locked,
as required";fix a call to dump_header() where tasklist_lock is not read-locked;tasklist_lock is not read-locked, as required;https://api.github.com/repos/torvalds/linux/git/commits/309ed882508cc471320ff79265e7340774d6746c;https://github.com/torvalds/linux/commit/309ed882508cc471320ff79265e7340774d6746c
522;1553;"It emits useful information such as each eligible thread's memory usage
that can determine why the system is oom, so it should be enabled by
default.";It should be enabled by default;It emits useful information such as each eligible thread's memory usage that can determine why the system is oom;https://api.github.com/repos/torvalds/linux/git/commits/ad915c432eccb482427c1bbd77c74e6f7bfe60b3;https://github.com/torvalds/linux/commit/ad915c432eccb482427c1bbd77c74e6f7bfe60b3
523;1557;"In such situations, it is better to scan the tasklist for nodes that are
allowed to allocate on current's set of nodes and kill the task with the
highest badness() score";"scan the tasklist for nodes that are allowed to allocate on current's set of nodes and kill the task with the highest badness() score
";it is better to allocate resources to tasks with a lower score and remove tasks with the highest badness() score.;https://api.github.com/repos/torvalds/linux/git/commits/6f48d0ebd907ae419387f27b602ee98870cfa7bb;https://github.com/torvalds/linux/commit/6f48d0ebd907ae419387f27b602ee98870cfa7bb
524;1558;" This ensures that the most memory-hogging task,
or the one configured by the user with /proc/pid/oom_adj, is always
selected in such scenarios.";the most memory-hogging task, or the one configured by the user with /proc/pid/oom_adj, is always selected in such scenarios;This ensures;https://api.github.com/repos/torvalds/linux/git/commits/6f48d0ebd907ae419387f27b602ee98870cfa7bb;https://github.com/torvalds/linux/commit/6f48d0ebd907ae419387f27b602ee98870cfa7bb
526;1573;" To use a sane heuristic, we must ensure that killing a
task would likely free memory for current and avoid needlessly killing
others at all costs just because their potential memory freeing is
unknown";Use a sane heuristic, ensure that killing a task would likely free memory for current and avoid needlessly killing others at all costs;To use a sane heuristic, ensure that killing a task would likely free memory for current and avoid needlessly killing others at all costs because their potential memory freeing is unknown;https://api.github.com/repos/torvalds/linux/git/commits/6cf86ac6f36b638459a9a6c2576d5e655d41d451;https://github.com/torvalds/linux/commit/6cf86ac6f36b638459a9a6c2576d5e655d41d451
527;1574; It is better to kill current than another task needlessly.;Kill current;It is better than another task needlessly.;https://api.github.com/repos/torvalds/linux/git/commits/6cf86ac6f36b638459a9a6c2576d5e655d41d451;https://github.com/torvalds/linux/commit/6cf86ac6f36b638459a9a6c2576d5e655d41d451
528;1577;" Instead, simply set TIF_MEMDIE so it has access to memory
reserves and can quickly exit as the comment implies.";set TIF_MEMDIE;access to memory reserves and can quickly exit as the comment implies;https://api.github.com/repos/torvalds/linux/git/commits/4358997ae38a1901498d128d6508119d9f318b36;https://github.com/torvalds/linux/commit/4358997ae38a1901498d128d6508119d9f318b36
529;1585;" Upon returning to the page allocator, its allocation will
hopefully succeed so it can quickly exit and free its memory";"Upon returning to the page allocator, its allocation will hopefully succeed
";so it can quickly exit and free its memory;https://api.github.com/repos/torvalds/linux/git/commits/7b98c2e402eaa1f2beec18b1bde17f74948a19db;https://github.com/torvalds/linux/commit/7b98c2e402eaa1f2beec18b1bde17f74948a19db
530;1587;oom: dump_tasks use find_lock_task_mm too fix;"fix
";use find_lock_task_mm too;https://api.github.com/repos/torvalds/linux/git/commits/c81fac5cb8c92b8b4795ac250a46c7514d1fce06;https://github.com/torvalds/linux/commit/c81fac5cb8c92b8b4795ac250a46c7514d1fce06
531;1588;"When find_lock_task_mm() returns a thread other than p in dump_tasks(),
its name should be displayed instead";When find_lock_task_mm() returns a thread other than p in dump_tasks(), its name should be displayed instead;the name should be displayed instead;https://api.github.com/repos/torvalds/linux/git/commits/c81fac5cb8c92b8b4795ac250a46c7514d1fce06;https://github.com/torvalds/linux/commit/c81fac5cb8c92b8b4795ac250a46c7514d1fce06
533;1591;While we're here, remove the cast on task_cpu(task) as Andrew suggested.;remove the cast on task_cpu(task) as Andrew suggested;as Andrew suggested;https://api.github.com/repos/torvalds/linux/git/commits/c81fac5cb8c92b8b4795ac250a46c7514d1fce06;https://github.com/torvalds/linux/commit/c81fac5cb8c92b8b4795ac250a46c7514d1fce06
535;1593;"The comments in dump_tasks() should be updated to be more clear about why
tasks are filtered and how they are filtered by its argument";The comments in dump_tasks() should be updated;to be more clear about why tasks are filtered and how they are filtered by its argument;https://api.github.com/repos/torvalds/linux/git/commits/74ab7f1d3f22ccb02f8b14f1f2375416b1ab0adb;https://github.com/torvalds/linux/commit/74ab7f1d3f22ccb02f8b14f1f2375416b1ab0adb
536;1594;"An unnecessary comment concerning a check for is_global_init() is removed
since it isn't of importance.";An unnecessary comment concerning a check for is_global_init() is removed;it isn't of importance;https://api.github.com/repos/torvalds/linux/git/commits/74ab7f1d3f22ccb02f8b14f1f2375416b1ab0adb;https://github.com/torvalds/linux/commit/74ab7f1d3f22ccb02f8b14f1f2375416b1ab0adb
539;1604;"- Remove the ""if (!p->mm)"" check in select_bad_process(), it is
  just wrong";"Remove the ""if (!p->mm)"" check in select_bad_process()";it is just wrong;https://api.github.com/repos/torvalds/linux/git/commits/dd8e8f405ca386c7ce7cbb996ccd985d283b0e03;https://github.com/torvalds/linux/commit/dd8e8f405ca386c7ce7cbb996ccd985d283b0e03
540;1605;"- Add the new helper, find_lock_task_mm(), which finds the live
  thread which uses the memory and takes task_lock() to pin ->mm
- change oom_badness() to use this helper instead of just checking
  ->mm != NULL";Add the new helper, find_lock_task_mm();"finds the live thread which uses the memory and takes task_lock() to pin ->mm

Decision: change oom_badness()";https://api.github.com/repos/torvalds/linux/git/commits/dd8e8f405ca386c7ce7cbb996ccd985d283b0e03;https://github.com/torvalds/linux/commit/dd8e8f405ca386c7ce7cbb996ccd985d283b0e03
541;1609;"	- oom_badness() was fixed, but oom_kill_task() still ignores
	  the task without ->mm
	- oom_forkbomb_penalty() should use find_lock_task_mm() too,
	  and it also needs other changes to actually find the first
	  first-descendant children
This will be addressed later.";oom_badness() was fixed;"but oom_kill_task() still ignores the task without ->mm

Decision: oom_forkbomb_penalty() should use find_lock_task_mm() too and it also needs other changes";https://api.github.com/repos/torvalds/linux/git/commits/dd8e8f405ca386c7ce7cbb996ccd985d283b0e03;https://github.com/torvalds/linux/commit/dd8e8f405ca386c7ce7cbb996ccd985d283b0e03
542;1610;oom: PF_EXITING check should take mm into account;oom: PF_EXITING check should take mm into account;take mm into account;https://api.github.com/repos/torvalds/linux/git/commits/b52279406e77be711c068f9a8e970ea6471e089c;https://github.com/torvalds/linux/commit/b52279406e77be711c068f9a8e970ea6471e089c
543;1612;"	- a single process P with the dead group leader disables
	  select_bad_process() completely, it will always return
	  ERR_PTR() while P can live forever
	- if the PF_EXITING task has already released its ->mm
	  it doesn't make sense to expect it is goiing to free
	  more memory (except task_struct/etc)
Change the code to ignore the PF_EXITING tasks without ->mm.";Change the code to ignore the PF_EXITING tasks without ->mm.;PF_EXITING tasks without ->mm should not be expected to free more memory.;https://api.github.com/repos/torvalds/linux/git/commits/b52279406e77be711c068f9a8e970ea6471e089c;https://github.com/torvalds/linux/commit/b52279406e77be711c068f9a8e970ea6471e089c
